A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,CLASSES
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
f,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,venenoso
k,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,venenoso
f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
f,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,venenoso
f,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,venenoso
f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,venenoso
x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,venenoso
x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,venenoso
x,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,venenoso
f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,venenoso
f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,venenoso
x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,venenoso
k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,venenoso
k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,venenoso
x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,venenoso
f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,venenoso
f,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,venenoso
x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
x,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,venenoso
x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,venenoso
x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,venenoso
f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,venenoso
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l,comestivel
k,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,venenoso
f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,venenoso
k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
x,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,comestivel
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,comestivel
k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,comestivel
x,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
k,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,venenoso
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,comestivel
k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,venenoso
b,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,venenoso
x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,venenoso
b,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
k,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,venenoso
f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,venenoso
f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,venenoso
k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,venenoso
f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,venenoso
b,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,venenoso
f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,comestivel
x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,comestivel
f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,venenoso
f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,venenoso
b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,comestivel
x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,venenoso
k,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
x,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,comestivel
k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,venenoso
f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,comestivel
k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,venenoso
k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,venenoso
f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,venenoso
f,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,venenoso
x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,venenoso
k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,venenoso
f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,venenoso
x,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,venenoso
f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,venenoso
k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,venenoso
k,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,venenoso
k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,venenoso
x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,venenoso
x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,venenoso
f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,venenoso
k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,venenoso
b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,comestivel
f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,venenoso
k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,comestivel
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,venenoso
f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,venenoso
x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,venenoso
k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,venenoso
x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,venenoso
x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,venenoso
f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,comestivel
k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,venenoso
x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,venenoso
x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,venenoso
f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,venenoso
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l,comestivel
k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
k,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
k,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,venenoso
f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,venenoso
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,c,l,comestivel
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,comestivel
x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,comestivel
k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,venenoso
k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,venenoso
k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,comestivel
k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,venenoso
k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
k,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,venenoso
b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,venenoso
f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,venenoso
k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,comestivel
f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,venenoso
x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
k,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,comestivel
k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,venenoso
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,comestivel
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,comestivel
k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,venenoso
x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,venenoso
x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,venenoso
k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,comestivel
k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,comestivel
k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,comestivel
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l,comestivel
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,comestivel
k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,venenoso
k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,comestivel
x,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,comestivel
f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,v,l,comestivel
k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
k,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,venenoso
k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,comestivel
f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,venenoso
f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
k,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,c,l,comestivel
k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,venenoso
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l,comestivel
k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,venenoso
k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,venenoso
f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,venenoso
x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,venenoso
x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,venenoso
x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,comestivel
f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,venenoso
k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,venenoso
k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,venenoso
k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,venenoso
f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,comestivel
f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,venenoso
k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,venenoso
x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,venenoso
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,comestivel
f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,venenoso
x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,venenoso
x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,venenoso
x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,venenoso
x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,venenoso
b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,comestivel
k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,venenoso
k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,comestivel
f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,v,l,comestivel
f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,venenoso
f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,venenoso
k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,venenoso
k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,venenoso
x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,venenoso
x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,venenoso
k,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,venenoso
b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,comestivel
k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,venenoso
f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,venenoso
f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,venenoso
k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,venenoso
k,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,venenoso
b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,comestivel
k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,venenoso
f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,venenoso
k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,venenoso
x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,venenoso
x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,comestivel
f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,venenoso
k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,venenoso
k,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,comestivel
x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,venenoso
k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,comestivel
f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,venenoso
k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,venenoso
f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,venenoso
f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,comestivel
f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,venenoso
k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,venenoso
k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,venenoso
k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,venenoso
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,comestivel
k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,comestivel
